,,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79
11,check_equal,0,0,0,0,0,0,0.735441131750295,0.990140801547911,0.965602999433997,0.990140801547911,0.990140801547911,0.949778839715777,0.968320920414211,0.990883768505233,0.990140801547911,0.990140801547911,1,0.990140801547911,0.990140801547911,0.992953267689526,0.990140801547911,0.997452399862887,0.990140801547911,0.990140801547911,0.990140801547911,0.990140801547911,0.958184506931946,0.990140801547911,0.982270806823327,0.992953267689526,0.990883768505233,0.996474065801501,0.990140801547911,0.990140801547911,0.942383719659752,0.985070478377577,0.990883768505233,0.997501274454944,0.990140801547911,0.997501274454944,0.985588067890737,0.992953267689526,0.963720979896862,0.949778839715777,0.990140801547911,0.942383719659752,0.985070478377577,0.769204567740134,0.985070478377577,0.996474065801501,0.85097101624026,0.996474065801501,0.990140801547911,0.996474065801501,0.929564020402338,0.990883768505233,0.990140801547911,0.942383719659752,0.990140801547911,0.985070478377577,1,0.996474065801501,0.997452399862887,0.950266916125695,1,0.990883768505233,0.990140801547911,0.990140801547911,0.990140801547911,0.990140801547911,0.997501274454944,0.985070478377577,0.992953267689526,0.996474065801501,0.996474065801501,0.942383719659752,0.922550733383911,0.990140801547911,0.990140801547911,0.990140801547911,0.996474065801501,0.968320920414211,0.993057555136564,0.98924615819074,0.994726513880096
12,sumOfLogarithms,1,1,1,1,1,1,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
13,weighted_average,1,1,0,0,0,1,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
14,elementwise_equal,0,0,0,0,0,0,0.666342952086553,0.971878666391148,0.988371853704899,0.971878666391148,0.971878666391148,0.977883070115777,0.990025367038596,0.999165932742655,0.971878666391148,0.971878666391148,0.992953267689526,0.971878666391148,0.971878666391148,1,0.971878666391148,0.988775962114399,0.971878666391148,0.971878666391148,0.971878666391148,0.971878666391148,0.983501602463481,0.971878666391148,0.996537004675456,1,0.999165932742655,0.998992742145775,0.971878666391148,0.971878666391148,0.902171144615887,0.960303095596517,0.999165932742655,0.996289696227758,0.971878666391148,0.996289696227758,0.998055670553419,1,0.986874217756396,0.977883070115777,0.971878666391148,0.902171144615887,0.960303095596517,0.700841562310172,0.960303095596517,0.998992742145775,0.789681718408241,0.998992742145775,0.971878666391148,0.998992742145775,0.963617757477794,0.999165932742655,0.971878666391148,0.902171144615887,0.971878666391148,0.960303095596517,0.992953267689526,0.998992742145775,0.988775962114399,0.978267640543061,0.992953267689526,0.999165932742655,0.971878666391148,0.971878666391148,0.971878666391148,0.971878666391148,0.996289696227758,0.960303095596517,1,0.998992742145775,0.998992742145775,0.902171144615887,0.958579493280562,0.971878666391148,0.971878666391148,0.971878666391148,0.998992742145775,0.990025367038596,0.99960939654414,0.9987492153044,0.991671761501814
15,calculateDifferences,0,0,0,0,0,0,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
16,max,1,1,1,1,1,1,0.756910095949203,0.995553343655889,0.955916929478508,0.995553343655889,0.995553343655889,0.937932627712952,0.959513750165102,0.986352739505715,0.995553343655889,0.995553343655889,0.997452399862887,0.995553343655889,0.995553343655889,0.988775962114399,0.995553343655889,1,0.995553343655889,0.995553343655889,0.995553343655889,0.995553343655889,0.947100378659009,0.995553343655889,0.974943233142432,0.988775962114399,0.986352739505715,0.994296990681,0.995553343655889,0.995553343655889,0.954866756996588,0.989507650144194,0.986352739505715,0.996854318853722,0.995553343655889,0.996854318853722,0.979090546441267,0.988775962114399,0.953517961095633,0.937932627712952,0.995553343655889,0.954866756996588,0.989507650144194,0.789446331385724,0.989507650144194,0.994296990681,0.867736806442013,0.994296990681,0.995553343655889,0.994296990681,0.915335577018134,0.986352739505715,0.995553343655889,0.954866756996588,0.995553343655889,0.989507650144194,0.997452399862887,0.994296990681,1,0.938555487244988,0.997452399862887,0.986352739505715,0.995553343655889,0.995553343655889,0.995553343655889,0.995553343655889,0.996854318853722,0.989507650144194,0.988775962114399,0.994296990681,0.994296990681,0.954866756996588,0.907771160795381,0.995553343655889,0.995553343655889,0.995553343655889,0.994296990681,0.959513750165102,0.988707512281914,0.98374656830331,0.994686582065354
17,meanDifference,0,0,0,0,0,0,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
18,manhattan_dist,0,1,0,1,1,1,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
19,mean_absolute_error,0,1,0,0,0,1,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
20,scale,1,1,0,0,0,1,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
21,find_median,1,1,1,0,0,1,0.546292405971111,0.915791055417483,0.998602827883289,0.915791055417483,0.915791055417483,0.999237990982558,0.998045526154332,0.984476281464522,0.915791055417483,0.915791055417483,0.958184506931946,0.915791055417483,0.915791055417483,0.983501602463481,0.915791055417483,0.947100378659009,0.915791055417483,0.915791055417483,0.915791055417483,0.915791055417483,1,0.915791055417483,0.994155747015069,0.983501602463481,0.984476281464522,0.975306630020341,0.915791055417483,0.915791055417483,0.815325063713892,0.899090469628835,0.984476281464522,0.965398702728866,0.915791055417483,0.965398702728866,0.992276859137716,0.983501602463481,0.999279279036743,0.999237990982558,0.915791055417483,0.815325063713892,0.899090469628835,0.581163499205105,0.899090469628835,0.975306630020341,0.676526678705937,0.975306630020341,0.915791055417483,0.975306630020341,0.995990814703493,0.984476281464522,0.915791055417483,0.815325063713892,0.915791055417483,0.899090469628835,0.958184506931946,0.975306630020341,0.947100378659009,0.999129878487197,0.958184506931946,0.984476281464522,0.915791055417483,0.915791055417483,0.915791055417483,0.915791055417483,0.965398702728866,0.899090469628835,0.983501602463481,0.975306630020341,0.975306630020341,0.815325063713892,0.993957125437185,0.915791055417483,0.915791055417483,0.915791055417483,0.975306630020341,0.998045526154332,0.983256099857219,0.987651632757832,0.957538647724817
22,reverse,1,1,0,0,0,1,0.807265621684405,1,0.926485849472315,1,1,0.904860694194955,0.930807549048667,0.967959286414213,1,1,0.990140801547911,1,1,0.971878666391148,1,0.995553343655889,1,1,1,1,0.915791055417483,1,0.951645622325089,0.971878666391148,0.967959286414213,0.980794451771509,1,1,0.976896459676743,0.996116251006088,0.967959286414213,0.98555994353765,1,0.98555994353765,0.957575245530436,0.971878666391148,0.924272445496362,0.904860694194955,1,0.976896459676743,0.996116251006088,0.836987500744219,0.996116251006088,0.980794451771509,0.904856663489415,0.980794451771509,1,0.980794451771509,0.877607457636336,0.967959286414213,1,0.976896459676743,1,0.996116251006088,0.990140801547911,0.980794451771509,0.995553343655889,0.905735085615258,0.990140801547911,0.967959286414213,1,1,1,1,0.98555994353765,0.996116251006088,0.971878666391148,0.980794451771509,0.980794451771509,0.976896459676743,0.868753994034815,1,1,1,0.980794451771509,0.930807549048667,0.971480937167555,0.964090969784691,0.984691593566743
23,clip,0,0,0,0,0,0,0.61297681575604,0.951645622325089,0.996488328895534,0.951645622325089,0.951645622325089,0.990332748569895,0.997258329392515,0.997187027243956,0.951645622325089,0.951645622325089,0.982270806823327,0.951645622325089,0.951645622325089,0.996537004675457,0.951645622325089,0.974943233142432,0.951645622325089,0.951645622325089,0.951645622325089,0.951645622325089,0.994155747015069,0.951645622325089,1,0.996537004675457,0.997187027243956,0.992639645295432,0.951645622325089,0.951645622325089,0.868690036647442,0.937816036513939,0.997187027243956,0.987160014247366,0.951645622325089,0.987160014247366,0.999660369070292,0.996537004675457,0.995472468143465,0.990332748569895,0.951645622325089,0.868690036647442,0.937816036513939,0.649868575632088,0.937816036513939,0.992639645295432,0.747472981940998,0.992639645295432,0.951645622325089,0.992639645295432,0.980624013952078,0.997187027243956,0.951645622325089,0.868690036647442,0.951645622325089,0.937816036513939,0.982270806823327,0.992639645295432,0.974943233142432,0.990189711655099,0.982270806823327,0.997187027243956,0.951645622325089,0.951645622325089,0.951645622325089,0.951645622325089,0.987160014247366,0.937816036513939,0.996537004675457,0.992639645295432,0.992639645295432,0.868690036647442,0.976543135186828,0.951645622325089,0.951645622325089,0.951645622325089,0.992639645295432,0.997258329392515,0.996982804441037,0.998730246413612,0.982598676215151
