,Method_Name,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,VC_1,VC_2,VC_3,VC_4,VC_5,VC_6,VC_7,VC_8,VC_9,VC_10,VC_11,VC_12,VC_13,VC_14,VC_15,VC_16,VC_17,VC_18,VC_19,VC_20,VC_21,VC_22,VC_23,VC_24,VC_25,VC_26,VC_27,VC_28,VC_29,VC_30,VC_31,VC_32,VC_33,VC_34,VC_35,VC_36,VC_37,VC_38,VC_39,VC_40,VC_41,VC_42,VC_43,VC_44,VC_45,VC_46,VC_47,VC_48,VC_49,VC_50,VC_51,VC_52,VC_53,VC_54,VC_55,VC_56,VC_57,VC_58,VC_59,VC_60,VC_61,VC_62,VC_63,VC_64,VC_65,VC_66,VC_67,VC_68,VC_69,VC_70,VC_71,VC_72,VC_73,VC_74,VC_75,VC_76,VC_77,VC_78,VC_79,VC_80,VC_81,VC_82,VC_83,VC_84,VC_85,VC_86,VC_87,VC_88,VC_89,VC_90,VC_91,VC_92,VC_93,VC_94,VC_95,VC_96,VC_97,VC_98,VC_99,VC_100
11,chebyshevDist,0,1,0,1,1,1,0.7454891,0.85915685,0.5861276,-0.1958945,-0.6909646,-0.91113114,-0.78760254,-0.47738934,-0.14063969,-0.22014803,-0.5032813,-0.9738224,0.46035028,-0.2243982,-0.49741477,0.97639406,-0.5394008,0.45770317,-0.31881827,1.160518,1.984422,-0.49094164,-0.60067046,-0.6219374,0.06585172,-0.37537932,-0.3411646,-0.060574166,-0.38701215,-0.6651373,-0.3627885,-0.6409491,0.094748355,0.07984895,-0.3862449,-0.28242254,0.25549832,0.03598613,-0.8347928,-0.5614807,-0.5227688,-0.35740766,-0.39886194,1.3942385,1.7786071,0.3346969,-0.37079382,-0.39161786,-0.10364284,0.30131555,0.70283407,2.4284024,0.23464154,-0.34437168,-0.57203597,-0.75255835,-0.96336925,0.00030043535,-0.28146574,0.17040393,-0.25026616,-0.3043833,0.16153991,-0.37352067,-0.48793498,-0.5843009,-0.79734194,-0.4642768,-0.3918177,-0.6820977,0.50465703,-0.593259,-0.3999024,1.7116599,1.2333999,-0.29932082,-0.14745013,-0.51582843,-0.10467009,-0.024560839,0.80214393,-0.21808833,-0.4631902,-0.5872627,-0.47138277,-0.7557123,-0.41254243,1.0537329,0.15025552,0.7412933,-0.47332734,0.54092574,0.0012686932,0.6610255,0.12698191,-0.40910494,0.061342057,1.0767964,-0.10272945,-0.45683601
12,checkNonNegative,0,1,1,1,0,1,0.24871579,0.9080384,0.28152627,-0.27381963,-0.6805874,-0.9547953,-0.934525,-0.51968884,-0.07068272,-0.056672238,-0.54142636,-0.97058225,0.18282767,-0.24949,-0.49586394,1.0274998,-0.58235455,1.0742317,-0.37837297,0.7220249,2.4820924,-0.57474077,-0.6463447,-0.59551287,0.180048,-0.439227,-0.40591258,0.18155852,-0.4238625,-0.7077686,-0.34937647,-0.5466638,-0.18106441,-0.21065708,-0.19828954,-0.3200369,0.710696,0.2853358,-0.7978277,-0.70035547,-0.54659474,-0.13881613,-0.4763232,1.4424453,0.8176445,0.4624483,-0.25682616,-0.35134292,-0.06453541,0.26154435,1.011808,1.4746363,-0.14790958,-0.46501905,0.16800818,-0.31181732,-0.91513133,-0.19090101,-0.20730431,-0.12652987,-0.24362947,-0.14052105,-0.10207197,-0.5826609,-0.5257974,-0.6744601,-0.85854745,-0.6694357,-0.43169025,-0.69509995,0.4995884,-0.629854,-0.4375605,0.6362494,1.015857,-0.17690693,-0.46108437,-0.5112887,0.03397067,0.057708204,0.19965404,-0.23436901,-0.40078044,-0.65805227,-0.44493896,-0.81354946,-0.48971823,0.30808118,0.46334076,0.47205332,-0.5497691,0.24778253,-0.05228857,0.79716194,0.3107285,-0.39165914,0.17998452,0.52694005,-0.15433764,-0.36591837
13,checkPositive,0,1,1,1,0,1,0.6646696,0.43782118,0.277562,-0.35909733,-0.7337273,-1.0144259,-0.8383917,-0.4944482,-0.04086654,-0.08551371,-0.51932466,-1.0378753,0.09993902,-0.28001127,-0.51397604,1.0425371,-0.60578054,1.192396,-0.40500057,0.6437542,2.3741581,-0.60464644,-0.68038136,-0.57846355,0.16144873,-0.45696864,-0.15158391,0.21682584,-0.40407062,-0.80331504,-0.307435,-0.42244095,-0.14971848,-0.21492994,-0.53695714,-0.332113,0.58473873,0.591561,-0.89509535,-0.6965052,-0.5492918,-0.09133978,-0.5461194,1.871511,0.8309645,0.51630557,-0.22083245,-0.29919636,0.006984707,0.2725576,1.4839855,1.2835038,-0.16535807,-0.3390305,0.059239298,-0.41001287,-0.8576362,0.47237945,-0.23415455,0.13652408,-0.23344052,-0.19010699,-0.13515064,-0.64594734,-0.4680748,-0.66860646,-0.9074809,-0.7174125,-0.43845105,-0.6410046,0.4591514,-0.7697986,-0.47586825,0.57826346,0.75705594,0.17760293,-0.5896176,-0.47083533,-0.35296693,-0.005473241,0.13503867,-0.23930933,-0.42904553,-0.6920627,-0.55078506,-0.90212345,-0.49745518,0.22754633,0.47470936,0.99338907,-0.59585387,0.13314056,-0.07495373,1.1522014,0.044241168,-0.43507585,-0.13835984,0.6686922,-0.16495225,-0.3572893
14,check_equal,0,0,0,0,0,0,0.18233761,0.75163484,0.5336025,-0.33208615,-0.647381,-0.93014544,-0.7007444,-0.47921136,-0.03288016,-0.28119403,-0.31680635,-1.021045,0.41926217,-0.26986638,-0.5270356,1.1966108,-0.63944244,0.55451965,-0.39071488,1.1303002,2.3636105,-0.55184233,-0.7519769,-0.67643625,-0.014813764,-0.39497086,-0.2795703,0.35561115,-0.3839652,-0.6473373,-0.42409202,-0.5707104,0.027918747,-0.0762905,-0.51223683,-0.3752777,0.343588,0.3763126,-0.82205826,-0.67577606,-0.52869195,-0.14195457,-0.42126793,1.3965262,1.5227665,0.38607308,-0.33563688,-0.23153219,0.21743423,0.2458069,1.1233387,2.1414046,0.06426402,-0.42890033,0.22485335,-0.24290085,-0.9726177,-0.03728283,-0.29396713,0.114441454,-0.2390043,-0.15707302,0.028502088,-0.60016334,-0.51277524,-0.6169493,-0.89626557,-0.6179224,-0.4260168,-0.60395265,0.6809512,-0.6752152,-0.43468213,0.8840733,1.0226678,0.031226132,-0.40327257,-0.5173028,-0.25331235,0.111819185,0.41724792,-0.19969854,-0.46555233,-0.6900559,-0.52002496,-0.81189287,-0.44378108,0.57247645,0.36558887,0.36963975,-0.5696047,0.34908667,0.10270733,0.9860277,0.26333344,-0.41298568,-0.1272511,0.66823393,-0.06406868,-0.39981785
15,check_eq_tolerance,0,0,0,0,0,0,0.3805344,0.74802357,0.34567893,-0.31364924,-0.6659561,-0.94352305,-0.80838406,-0.49069792,-0.03720356,-0.21672113,-0.40110937,-1.0025942,0.2583278,-0.262064,-0.4936561,1.0224445,-0.61566997,0.7469102,-0.37043017,1.2252485,2.1933537,-0.57994235,-0.6993184,-0.6847106,0.12476013,-0.41419536,-0.35737267,0.34600696,-0.37066215,-0.69142425,-0.3646451,-0.45670605,0.06957052,-0.12887786,-0.5042696,-0.36886373,0.4084863,0.34107903,-0.8059524,-0.6364747,-0.5598801,-0.17996673,-0.4246619,1.1612456,1.6266117,0.39831853,-0.19646989,-0.31757247,0.08052291,0.28363016,1.0623498,2.2994986,-0.04193563,-0.44784173,0.08704938,-0.31885237,-0.9505172,0.024145376,-0.2029887,-0.008223791,-0.2512091,-0.1619859,0.10637715,-0.5736299,-0.5014,-0.66300166,-0.92074776,-0.6284013,-0.39591974,-0.61605704,0.6462184,-0.6865981,-0.4346776,1.0997556,1.027629,0.20392843,-0.29520354,-0.3993709,-0.26396933,0.09408174,0.5320464,-0.19602786,-0.40984142,-0.62598044,-0.52931273,-0.8265276,-0.43457913,0.7052757,0.3166498,0.5846128,-0.5586033,0.3992189,0.1880255,1.0621628,0.14224635,-0.4045319,-0.12072155,0.74904436,-0.0034642387,-0.38645557
16,chiSquare,0,1,0,0,0,1,1.079433,0.98055977,0.5630262,-0.19579837,-0.7139898,-0.93851894,-1.1816238,-0.4777058,-0.2755925,-0.15425758,-0.6629954,-1.1253386,-0.046391156,-0.25450376,-0.7579359,0.8137098,-0.59340525,0.9599628,-0.42329514,0.82597136,2.950853,-0.49373984,-0.79964864,-0.6645111,0.54133767,-0.81397694,-0.20355108,-0.082276896,-0.42088282,-0.8042909,0.24826261,-0.0036157612,0.015153723,-0.07780176,-0.44592008,-0.4794504,0.054581825,0.14776991,-1.0169752,-0.7070849,-0.61005193,-0.101896554,-0.40975747,2.1665368,1.7922391,0.6714502,-0.3699038,0.36120978,-0.26760507,-0.031063214,1.5112703,2.0829601,-0.18143988,-0.023462916,-0.62978816,-0.84385294,-0.97264403,0.18468936,-0.3788398,0.26181474,-0.13237178,-0.27681804,0.24168846,-0.50578046,-0.5338483,-0.7220813,-0.9570489,-0.64251345,-0.45901388,-0.69246346,0.84962744,-0.7988338,-0.47583655,1.4465107,0.8922408,-0.42248186,-0.17074966,-0.30152085,-0.338788,0.22286741,0.490258,-0.44502258,-0.5252714,-0.7569688,-0.79899573,-0.9909393,-0.4578028,1.0809326,0.07161544,0.9634212,-0.7127592,0.6379598,-0.11070943,1.3104928,0.44225508,-0.4442016,0.032028906,0.9372916,0.03247867,-0.51980835
17,clip,0,0,0,0,0,0,0.5188414,0.9105142,1.0969702,-0.093082875,-0.8257409,-1.0349244,-0.8292361,-0.39893088,-0.07607999,-0.34380385,-0.63958263,-1.1197764,0.19871637,-0.24612412,-0.7568063,1.5735333,-0.7003724,0.44283897,-0.5450611,0.9667026,3.1693563,-0.438008,-0.90598834,-0.60156375,-0.20787434,-0.61266553,-0.29469857,0.22720455,-0.5244748,-0.6591992,-0.5668834,-0.7156826,0.13118786,0.47720176,-0.3275872,-0.39003524,0.35578954,0.16450547,-0.8744747,-0.6001554,-0.5635101,-0.32046616,-0.42907795,2.55744,1.4010093,0.6248187,-0.3506071,-0.25879622,-0.056210335,-0.048385933,1.1334572,2.1641576,0.122242466,-0.22433037,-0.8136686,-0.9470631,-1.1192586,-0.06312973,-0.42583406,0.40993616,-0.22438551,-0.36722168,-0.06754601,-0.46559295,-0.56827074,-0.7524967,-0.9958351,-0.52186936,-0.4476536,-0.65924644,1.0693487,-0.64035064,-0.51511174,1.2006519,1.5261246,-0.13554524,-0.57056683,-0.5537155,0.015675593,0.107363105,0.06256132,-0.42944556,-0.5806883,-0.7582473,-0.58397317,-0.84955025,-0.4795121,0.68671554,0.2337451,0.4615265,-0.7156194,0.653934,-0.004323714,1.0305839,0.415326,-0.45832446,0.020218894,0.88747966,0.052807022,-0.48925123
18,cnt_zeroes,0,0,1,1,1,0,1.0423725,0.8727583,0.078757964,-0.16745836,-0.5104037,-0.7599549,-0.8673627,-0.22998396,-0.05417074,-0.23635896,-0.48462248,-0.9926071,0.031038523,-0.2893321,-0.5742605,0.07820204,-0.52266896,0.45980978,-0.19870967,1.0725751,1.3885994,-0.45643717,-0.53998333,-0.60393435,0.18188967,-0.3326672,-0.37978724,-0.49728057,-0.27620748,-0.7706803,-0.28501466,-0.4928646,0.26426214,-0.42447418,-0.46745256,-0.3520334,0.1419925,0.61666965,-0.85615164,-0.60404456,-0.5399451,0.15861604,-0.50671446,0.75319827,2.0782218,0.42031488,-0.21159722,-0.04957777,0.5731221,0.06076637,1.4406432,2.1343796,0.08975673,0.18575965,-0.6627002,-0.7104344,-0.67665035,0.20465066,-0.3412846,0.50030714,-0.20672531,-0.2669734,-0.048962217,-0.35930598,-0.4291634,-0.6067833,-0.93506736,-0.44979045,-0.39944303,-0.6047878,0.1674085,-0.63499826,-0.41838917,1.3570575,0.4781438,-0.38885885,-0.32402298,-0.4572495,-0.23489493,-0.24029543,0.288305,-0.33097598,-0.48363572,-0.59224296,-0.2766158,-0.8416493,-0.38826635,0.90000314,0.8148719,0.84705347,-0.4602776,0.07207638,-0.24278505,0.38410118,-0.20383817,-0.3299551,-0.010572362,0.8742395,-0.29281113,-0.14044501
19,canberraDist,0,0,0,1,1,1,0.47974455,0.8595618,0.6003343,0.102768354,-0.6812264,-0.9311485,-0.9205278,-0.35496405,-0.15927497,-0.0032963548,-0.6723891,-1.0676275,0.083663374,-0.2893634,-0.71996546,0.61602265,-0.48312515,1.0255083,-0.36202878,0.8369614,2.2552805,-0.5259409,-0.54173845,-0.610201,0.5156516,-0.59591293,-0.19967535,-0.08356277,-0.4285782,-0.7126675,-0.015560834,-0.10403081,-0.0256893,0.02004947,-0.58826965,-0.37251675,0.46987087,0.097571,-1.0085208,-0.709898,-0.5270414,-0.272002,-0.43054116,1.8182902,1.3623959,0.5621415,-0.4256107,0.035807513,-0.20715193,0.7497823,1.213655,1.9621508,-0.07624423,-0.20567039,-0.76854354,-0.7194117,-0.8603238,0.09452884,-0.44377676,0.09323167,0.03251442,-0.423796,-0.08788225,-0.51548576,-0.5313646,-0.50506014,-0.94727844,-0.797558,-0.4498606,-0.70725197,0.43650952,-0.8548429,-0.5193296,1.0297703,0.7566997,-0.37443027,-0.03730134,-0.47083318,-0.431199,-0.05308925,0.7493695,-0.54643255,-0.48581305,-0.58405584,-0.6741605,-0.81349987,-0.47571886,0.9620858,0.702856,0.29553074,-0.5238418,0.4953169,0.09843296,0.76545614,0.1727478,-0.5268304,-0.033640064,0.73000664,-0.16961953,-0.4442
20,cal_DividedDiff,1,0,0,0,0,0,0.7346594,0.456538,1.0087306,-0.097709574,-0.73657024,-0.9701589,-0.77327883,-0.39682013,-0.17882717,-0.2262567,-0.58069664,-1.0686898,0.18997523,-0.28132898,-0.72523314,1.5420492,-0.40366295,0.97764945,-0.44112307,0.99761164,2.5364451,-0.4815047,-0.8128287,-0.5929907,0.33801496,-0.67041206,-0.22078247,0.20943558,-0.50065154,-0.613573,-0.17714746,-0.36105606,0.1486844,0.38230434,-0.5343396,-0.40172622,0.43939385,0.008737341,-0.8968154,-0.6051756,-0.5468746,-0.32153577,-0.40981832,2.868508,1.1953938,1.2446145,-0.45147628,0.0071282857,-0.33089134,-0.040670387,1.5116935,1.8863275,0.033904284,-0.2290563,-0.7920822,-0.9088878,-1.0222628,0.036675636,-0.36458525,0.30489868,-0.096270785,-0.3282341,0.050236505,-0.5233878,-0.54238534,-0.6139115,-0.8919208,-0.546994,-0.49752432,-0.587564,0.954507,-0.7120506,-0.52547586,1.1973053,1.2595001,-0.24784182,-0.43502656,-0.53156686,-0.345057,0.27745152,0.25709143,-0.4514273,-0.52737606,-0.7553857,-0.80558956,-0.8096769,-0.50280035,0.4145421,-0.3703542,0.46812266,-0.66148084,0.6196094,-0.07835163,1.3007469,0.45085025,-0.4416168,-0.15654017,1.0014318,0.19209157,-0.5296291
21,cosineDist,0,1,0,0,0,0,1.0881221,0.85071856,0.47819003,-0.28299275,-0.6083556,-0.87024677,-1.0161475,-0.42687207,-0.2317636,-0.17699581,-0.6005775,-1.0493097,-0.11136411,-0.25151125,-0.6855679,0.6997146,-0.5212369,0.66074973,-0.40025312,0.86807865,2.716443,-0.43781707,-0.7754381,-0.604732,0.26690695,-0.70288247,-0.3338135,-0.11278326,-0.41691884,-0.6999171,0.07889991,-0.3504533,0.10438993,0.0007923711,-0.36336875,-0.44267187,-0.007872682,0.1300065,-0.86242515,-0.62259537,-0.5595309,-0.122001596,-0.3858273,1.6193521,1.7446343,0.716519,-0.45300114,0.14196694,-0.122436345,-0.11845267,1.3793715,2.1196113,-0.24654642,-0.042339623,-0.7117152,-0.84665847,-0.86844796,-0.0161132,-0.3780345,0.17409678,-0.10849164,-0.36093715,0.28090644,-0.52718896,-0.49451333,-0.6704794,-0.90368485,-0.56751686,-0.43658093,-0.6083474,0.8090627,-0.67224985,-0.43194318,1.5657574,1.0029464,-0.3634364,-0.2741169,-0.23088084,-0.26246983,0.011974839,0.36427197,-0.4562574,-0.5060171,-0.714377,-0.72157735,-0.87127876,-0.4489001,1.1017681,-0.03223955,0.86131626,-0.6367059,0.5429112,-0.11295717,1.3933663,0.25969002,-0.39667264,0.082905635,0.9164563,0.2282946,-0.49086985
22,count_k,0,0,1,1,1,0,0.7644047,0.5747006,0.25401506,-0.22904196,-0.6253412,-0.8768881,-0.7999753,-0.3557611,-0.13856143,-0.25651234,-0.50637954,-1.0127887,0.3562911,-0.27982563,-0.57441425,0.47684646,-0.5497532,0.7689409,-0.3048528,1.1237969,1.8125393,-0.492552,-0.6416638,-0.6644594,0.065865554,-0.37328222,-0.34357584,0.019742958,-0.38497594,-0.673377,-0.33566758,-0.5970218,0.2947236,-0.18177584,-0.50975996,-0.31627378,0.49224398,0.33549204,-0.78199404,-0.6143897,-0.5526658,-0.10424185,-0.43606997,1.285558,1.6627353,0.919016,-0.3575347,-0.12771705,0.21450639,0.16104595,1.7680546,2.273274,0.08366841,-0.04012479,-0.69408154,-0.7854123,-0.8859491,-0.004086145,-0.39940757,0.3631243,-0.22458448,-0.31950787,0.0088897515,-0.5218042,-0.4723439,-0.6154352,-0.9413486,-0.5489465,-0.42527735,-0.5918883,0.6183115,-0.6574632,-0.45890138,1.4637176,0.9122326,-0.03775432,-0.43795678,-0.38076875,-0.24390507,-0.083866104,0.36154768,-0.35692647,-0.45499107,-0.6455564,-0.43579942,-0.7866859,-0.4434023,0.6950589,0.34640643,0.632271,-0.4972091,0.17919014,0.117314115,1.1309384,-0.14588848,-0.36120704,-0.0765319,0.85724515,0.21889453,-0.2969524
23,count_non_zeroes,1,1,1,1,1,1,0.6908782,0.63074344,0.36549732,-0.1837909,-0.5769179,-0.8319949,-0.7789899,-0.36722445,-0.17633678,-0.24541806,-0.40339512,-0.9807892,0.26980588,-0.28350028,-0.54794383,0.4471271,-0.5549237,0.6293895,-0.28105772,1.0455701,1.6835892,-0.47483304,-0.57318604,-0.6326595,0.08742813,-0.34117243,-0.25541255,-0.15698431,-0.3413054,-0.69666475,-0.3306039,-0.53574777,0.09514697,-0.17368947,-0.50601834,-0.29650173,0.32435134,0.22302541,-0.8167372,-0.5894898,-0.5314229,-0.08541702,-0.4696143,1.2723787,1.7494867,0.4766734,-0.32645375,-0.053737696,0.21271372,0.21434945,1.3388261,1.9786665,0.20347928,-0.0204886,-0.6608748,-0.7540494,-0.81436455,0.16423997,-0.35705554,0.40055412,-0.2495508,-0.29423097,-0.1027585,-0.4488623,-0.448591,-0.5646356,-0.89835405,-0.5052374,-0.42324066,-0.6180688,0.4734978,-0.6360284,-0.44705853,1.1606201,0.7328078,-0.17238455,-0.3557223,-0.45634338,-0.2626642,-0.13668868,0.41879824,-0.33974916,-0.4668819,-0.60199755,-0.40972868,-0.78934723,-0.41590002,0.76560307,0.4367537,0.6780252,-0.46589276,0.17397925,-0.0031199716,0.62699986,-0.07591137,-0.37312388,-0.039296098,0.77932775,-0.135743,-0.34663975
24,covariance,1,0,0,0,0,0,1.0675993,1.2417601,0.39149606,-0.2155554,-0.6804422,-0.90091616,-1.1715138,-0.45061022,-0.33117765,-0.07319704,-0.6641722,-1.1419461,0.024718827,-0.27392447,-0.747425,0.5648281,-0.42481562,1.2778264,-0.37243974,0.9074645,2.5207455,-0.545878,-0.7775318,-0.6652066,1.0541004,-0.8381476,-0.0061883368,-0.058368206,-0.42822078,-0.81122977,0.44555417,0.4674647,0.08156177,-0.17147374,-0.45431852,-0.4025596,0.2593646,0.0718331,-1.0118403,-0.6717261,-0.5855784,-0.07535495,-0.39197895,2.5556886,1.6132218,0.9303652,-0.4002151,0.75213987,-0.32370177,0.05466917,1.600176,1.9776278,-0.15275104,0.044826556,-0.83276325,-0.90651417,-0.9265812,0.3297224,-0.39489436,0.25772315,-0.072953105,-0.41055524,0.05452634,-0.5436009,-0.50894743,-0.6843997,-0.9382631,-0.6182325,-0.47372764,-0.6124641,0.7408153,-0.825792,-0.51140535,1.4479798,0.8931598,-0.41730922,-0.30604613,-0.35477102,-0.360685,0.3324007,0.3577441,-0.4294479,-0.47478357,-0.7508896,-0.8588051,-0.9457636,-0.44224426,0.79612565,-0.16319063,0.60962045,-0.67426556,0.6329287,-0.06870506,1.1806012,0.55269593,-0.41159344,0.032543775,0.96571517,-0.03198132,-0.44488075
25,dec_array,1,1,0,0,0,1,1.1485629,0.57220656,0.2860047,0.19261248,-0.6809539,-1.0169632,-0.9340585,-0.5121796,-0.27664217,-0.23602767,-0.51953495,-0.88745916,0.45693132,-0.31966773,-0.69479746,0.5844701,-0.5592804,1.3221487,-0.36412525,1.2089548,2.0864108,-0.5682053,-0.6753245,-0.7411183,-0.0063026696,-0.47177103,-0.14958055,0.08316091,-0.4317,-0.6550987,-0.33634573,-0.6424576,0.39956194,-0.16180672,-0.33420888,-0.25895756,1.0287936,0.09384577,-0.8595548,-0.3852336,-0.6105185,-0.44211644,-0.4592274,2.2714405,1.3929207,1.8867441,-0.41194713,-0.15337226,-0.2519889,0.23977384,2.8808818,2.2573733,0.0331773,-0.45744678,-0.8356587,-0.8341284,-1.0546622,0.7058687,-0.44619292,0.19632775,-0.28059772,0.113985956,-0.07712619,-0.6770583,-0.48137847,-0.68912405,-1.077609,-0.7281107,-0.46910092,-0.69394875,0.49708936,-0.735939,-0.51301026,1.363467,1.061318,0.198123,-0.6172242,-0.35466972,-0.24759579,0.13548437,0.26804268,-0.35584944,-0.40437979,-0.72193265,-0.5383474,-0.8447878,-0.5179035,0.57092726,0.41932684,1.1576415,-0.5698162,0.12694484,0.122806534,1.9070332,-0.2804098,-0.34930176,-0.015235595,0.86672384,0.3681246,-0.4322601
26,dist,0,1,0,1,1,1,0.9796305,0.44717336,0.5526237,-0.22685526,-0.6873169,-0.87358296,-0.7836759,-0.34298253,-0.14327839,-0.26269507,-0.54251415,-0.94187886,0.16869034,-0.23686469,-0.44818717,0.9243043,-0.5122598,0.56327677,-0.2875019,1.1465566,1.8271888,-0.45437208,-0.55906767,-0.6209624,0.21957386,-0.3597375,-0.37071773,0.09243257,-0.3601638,-0.6627057,-0.33515725,-0.67721325,0.21712218,0.087700985,-0.5290387,-0.26350957,0.35507703,-0.09699363,-0.78708225,-0.51782674,-0.54566646,-0.10788049,-0.40047455,1.5154519,1.8667308,0.5197268,-0.33901665,-0.2389461,-0.12990221,0.22456832,0.7130769,2.3122568,0.14649911,-0.06009332,-0.6427593,-0.79742026,-0.92596656,-0.032624032,-0.2694284,0.2506813,-0.25436094,-0.29144198,0.1560325,-0.41600809,-0.47584623,-0.56133884,-0.86116016,-0.47900975,-0.41475624,-0.6076267,0.8693357,-0.5955007,-0.4144186,1.6386209,1.1615925,-0.10268164,-0.14698848,-0.453483,-0.28844768,-0.020488378,0.77131593,-0.29534268,-0.48294356,-0.5953402,-0.5812927,-0.746465,-0.40262416,1.0404737,-0.0033203475,0.86859304,-0.46474504,0.5770318,0.19681498,0.9405294,0.024578333,-0.3935437,-0.017493185,1.121016,0.04353895,-0.40175352
27,distInf,0,1,0,1,1,1,0.9025898,0.5255314,0.45993567,-0.1663759,-0.567794,-0.8237232,-0.75433505,-0.3969435,-0.1447298,-0.22751692,-0.50922316,-0.864778,0.17774975,-0.2320451,-0.42979676,0.6840172,-0.5157787,0.4110084,-0.26443613,1.3004627,1.2909964,-0.49935517,-0.47312406,-0.60842955,0.24209544,-0.3519429,-0.3548078,0.13414922,-0.37991917,-0.62607205,-0.31387916,-0.65311056,0.19712116,0.01444358,-0.52871895,-0.27362955,0.34883317,-0.22312209,-0.7122849,-0.46600792,-0.49269214,-0.37767398,-0.39962748,1.2183783,2.028282,0.41023016,-0.40420723,-0.11420426,-0.30192873,0.20750922,0.40951857,2.5801234,0.19761768,-0.3264379,-0.60188323,-0.70253813,-0.76782954,0.013080545,-0.2598867,0.20381235,-0.17764632,-0.26828712,0.22627503,-0.33452755,-0.4408635,-0.56433666,-0.793932,-0.42714706,-0.41348568,-0.6144107,0.46010974,-0.5421718,-0.38899773,1.9197165,1.2309562,-0.080135226,0.040806115,-0.40737733,-0.25824404,-0.023359759,0.8595221,-0.29804796,-0.40871727,-0.5481965,-0.4801714,-0.6800597,-0.40758476,1.1613383,-0.15278004,0.9686328,-0.3929929,0.57294905,0.24108368,0.7652134,0.046746597,-0.39814234,-0.055452775,1.2305752,0.15303849,-0.4302546
28,dot_product,1,1,0,1,1,1,0.44064113,0.2081503,0.47096953,0.267523,-0.7167596,-1.0928029,-1.0344393,-0.42336762,-0.38744268,0.23174258,-0.73664504,-1.0256723,0.0031578997,-0.30717057,-0.74784553,0.535181,-0.6596331,1.2438226,-0.4040277,0.6931151,2.6964772,-0.46735793,-0.35081202,-0.67523384,0.27128828,-0.5607473,-0.34619534,-0.14047164,-0.4480901,-0.71652824,-0.1226024,-0.5146198,-0.17596269,-0.0069334134,-0.6350952,-0.35427022,0.77324396,-0.1900128,-1.0161879,-0.8569741,-0.5890387,-0.25831693,-0.43911386,1.4344559,1.1793859,0.57934034,-0.39070058,-0.32137096,-0.40932074,1.2767653,1.4035429,1.6295309,-0.12878692,-0.1528653,-0.8221016,-0.8851149,-1.0181953,0.0220702,-0.48075682,0.10579051,-0.03838306,-0.42437834,-0.009589522,-0.53931206,-0.54491794,-0.52675945,-1.0282943,-1.0156087,-0.460443,-0.82295865,0.75413144,-0.94280404,-0.5591943,0.43727714,0.5413687,-0.17269869,0.06647794,-0.2996078,-0.5069656,-0.18109323,0.9543505,-0.6729316,-0.51340413,-0.5598033,-0.72540194,-0.81514615,-0.5167344,1.1482008,1.1754682,0.5562886,-0.51821834,0.30209032,0.16289566,1.2470547,-0.2136755,-0.5881706,0.06337926,0.39082697,0.17505167,-0.49448645
29,durbinWatson,0,1,0,0,0,0,0.8899901,0.114139654,0.5281152,-0.23368749,-0.6377621,-0.8379768,-0.88137126,-0.40532398,-0.29236293,-0.26558712,-0.5736979,-1.0104227,-0.0022959784,-0.2998527,-0.644928,0.7756671,-0.49933863,0.6374048,0.0064778663,0.7870313,1.9699738,-0.4336481,-0.05828262,-0.6419613,0.09742337,-0.49674472,-0.41074434,-0.21106331,-0.36648455,-0.5895292,-0.14902744,-0.70387834,0.15227428,-0.006616356,-0.565044,-0.39095056,0.13987242,-0.0291,-0.88012576,-0.63060164,-0.5627911,-0.20402247,-0.42987117,1.5731956,1.9367936,0.6736978,-0.30344874,-0.4638579,-0.2233925,-0.012164238,1.0609955,2.4884803,-0.058833875,-0.10271697,-0.6466058,-0.8161241,-0.8423709,-0.042140033,-0.31761208,0.20851268,0.09736578,-0.39120796,0.33786416,-0.40359318,-0.61169064,-0.48789132,-0.82645804,-0.7005891,-0.50350326,-0.73911977,0.63104457,-0.68755454,-0.44117483,1.6099669,0.5765139,-0.29028225,0.47108984,-0.3555084,-0.37830403,-0.013689842,0.9740801,-0.48809412,-0.5001765,-0.59972316,-0.71067333,-0.7795011,-0.46106067,0.8018083,-0.10313497,0.828173,-0.41831177,0.45694733,-0.10716061,1.2230815,-0.10165671,-0.48868108,-0.11764633,0.7206909,0.3293533,-0.3755803
