,dot_name,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,FM_54,FM_47,FM_58,FM_68,FM_97,FM_45,FM_79,FM_8,FM_52,FM_92,FM_41,FM_29,FM_14,FM_89,FM_96,FM_34,FM_10,FM_62,FM_64,FM_61,FM_65,FM_80,FM_50,FM_27,FM_74,FM_17,FM_35,FM_93,FM_22,FM_46,FM_96,FM_5,FM_72,FM_9,FM_70,FM_13,FM_43,FM_12,FM_19,FM_76,FM_36,FM_81,FM_60,FM_63,FM_31,FM_73,FM_30,FM_75,FM_16,FM_55,FM_1,FM_44,FM_18,FM_56,FM_51,FM_67,FM_85,FM_26,FM_94,FM_2,FM_33,FM_21,FM_15,FM_48,FM_66,FM_57,FM_39,FM_69,FM_42,FM_25,FM_90,FM_6,FM_53,FM_88,FM_82,FM_32,FM_37,FM_3,FM_11,FM_23,FM_83,FM_4,FM_78,FM_59,FM_84,FM_24,FM_28,FM_86,FM_49,FM_38,FM_40,FM_20,FM_87,FM_77,FM_7,FM_71,FM_91,
11,chebyshevDist,0,1,0,1,1,1,0.142857142857143,0.111111111111111,0.0714285714285714,0.111111111111111,0.0714285714285714,0.111111111111111,0.1,0.0909090909090909,0.0714285714285714,0.0714285714285714,0.1,0.111111111111111,0.0909090909090909,0.125,0.111111111111111,0.0909090909090909,0.111111111111111,0.0909090909090909,0.125,0.125,0.125,0.111111111111111,0.0714285714285714,0.111111111111111,0.1,0.0769230769230769,0.0909090909090909,0.0714285714285714,0.111111111111111,0.111111111111111,0.1,0.111111111111111,0.111111111111111,0.0769230769230769,0.0714285714285714,0.111111111111111,0.1,0.111111111111111,0.0833333333333333,0.125,0.0909090909090909,0.0714285714285714,0.125,0.111111111111111,0.1,0.142857142857143,0.1,0.0714285714285715,0.0714285714285714,0.111111111111111,0.142857142857143,0.125,0.111111111111111,0.125,0.1,0.0639097744360902,0.0714285714285714,0.125,0.0909090909090909,0.125,0.1,0.0714285714285714,0.0909090909090909,0.1,0.0909090909090909,0.0833333333333333,0.0909090909090909,0.0769230769230769,0.0714285714285714,0.142857142857143,0.125,0.125,0.125,0.125,0.111111111111111,0.1,0.0909090909090909,0.111111111111111,0.999999999999996,0.111111111111111,0.111111111111111,0.111111111111111,0.1,0.0833333333333333,0.0714285714285714,0.0769230769230769,0.125,0.125,0.1,0.0769230769230769,0.0833333333333333,0.0714285714285714,0.142857142857143,0.125,0.0714285714285714,0.125,0.0714285714285714,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/chebyshevDistance
12,checkNonNegative,0,1,1,1,0,1,0.142857142857143,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.125,0.125,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.666666666666667,0.111111111111111,1,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.142857142857143,0.125,0.222222222222222,0.125,0.111111111111111,0.0994152046783626,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.142857142857143,0.125,0.125,0.125,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/checkNonNegative
13,checkPositive,0,1,1,1,0,1,0.142857142857143,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.125,0.125,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,1,0.111111111111111,0.666666666666667,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.142857142857143,0.125,0.222222222222222,0.125,0.111111111111111,0.0994152046783626,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.142857142857143,0.125,0.125,0.125,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/checkPositive
14,check_equal,0,0,0,0,0,0,0.142857142857143,0.111111111111111,0.0909090909090909,0.111111111111111,0.0909090909090909,0.111111111111111,0.1,0.181818181818182,0.0909090909090909,0.0909090909090909,0.1,0.111111111111111,0.999999999999998,0.125,0.111111111111111,0.181818181818182,0.111111111111111,0.181818181818182,0.125,0.125,0.125,0.111111111111111,0.0909090909090909,0.111111111111111,0.1,0.0909090909090909,0.181818181818182,0.0909090909090909,0.111111111111111,0.111111111111111,0.1,0.111111111111111,0.111111111111111,0.0909090909090909,0.0909090909090909,0.111111111111111,0.1,0.111111111111111,0.0909090909090909,0.125,0.181818181818182,0.0909090909090909,0.125,0.111111111111111,0.2,0.0909090909090909,0.2,0.090909090909091,0.0909090909090909,0.111111111111111,0.142857142857143,0.125,0.111111111111111,0.125,0.1,0.0813397129186603,0.0909090909090909,0.125,0.181818181818182,0.125,0.1,0.0909090909090909,0.181818181818182,0.1,0.181818181818182,0.0909090909090909,0.454545454545454,0.0909090909090909,0.0909090909090909,0.142857142857143,0.125,0.125,0.125,0.125,0.111111111111111,0.1,0.181818181818182,0.111111111111111,0.0909090909090909,0.111111111111111,0.111111111111111,0.111111111111111,0.1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.125,0.125,0.1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.125,0.0909090909090909,0.125,0.0909090909090909,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/check_equal
15,check_equal_tolerance,0,0,0,0,0,0,0.142857142857143,0.111111111111111,0.0909090909090909,0.111111111111111,0.0909090909090909,0.111111111111111,0.1,0.181818181818182,0.0909090909090909,0.0909090909090909,0.1,0.111111111111111,0.181818181818182,0.125,0.333333333333333,0.181818181818182,0.111111111111111,0.181818181818182,0.125,0.125,0.125,0.111111111111111,0.0909090909090909,0.111111111111111,0.1,0.0909090909090909,0.181818181818182,0.0909090909090909,0.111111111111111,0.111111111111111,0.1,0.111111111111111,0.111111111111111,0.0909090909090909,0.0909090909090909,0.111111111111111,0.1,0.111111111111111,0.0909090909090909,0.125,0.181818181818182,0.0909090909090909,0.125,0.111111111111111,0.1,0.0909090909090909,0.1,0.090909090909091,0.0909090909090909,0.111111111111111,0.142857142857143,0.125,0.111111111111111,0.125,0.1,0.0813397129186603,0.0909090909090909,0.125,0.181818181818182,0.125,0.2,0.0909090909090909,0.999999999999998,0.1,0.181818181818182,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.142857142857143,0.125,0.125,0.125,0.125,0.111111111111111,0.2,0.181818181818182,0.111111111111111,0.0909090909090909,0.111111111111111,0.111111111111111,0.111111111111111,0.1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.125,0.125,0.1,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.125,0.0909090909090909,0.125,0.0909090909090909,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/check_equal_tolerance
16,chiSquare,0,1,0,0,0,1,0.142857142857143,0.111111111111111,0.0666666666666667,0.111111111111111,0.0625,0.111111111111111,0.1,0.0909090909090909,0.1,0.0588235294117647,0.1,0.111111111111111,0.0909090909090909,0.125,0.111111111111111,0.0909090909090909,0.111111111111111,0.0909090909090909,0.125,0.125,0.125,0.111111111111111,0.05,0.111111111111111,0.1,0.0769230769230769,0.0909090909090909,0.0625,0.111111111111111,0.111111111111111,0.1,0.111111111111111,0.111111111111111,0.0769230769230769,0.0588235294117647,0.111111111111111,0.1,0.111111111111111,0.0833333333333333,0.125,0.0909090909090909,0.0666666666666667,0.125,0.111111111111111,0.1,0.0714285714285714,0.1,0.05,0.99999999999999,0.111111111111111,0.142857142857143,0.125,0.111111111111111,0.125,0.1,0.0526315789473684,0.0666666666666667,0.125,0.0909090909090909,0.125,0.1,0.0666666666666667,0.0909090909090909,0.1,0.0909090909090909,0.0833333333333333,0.0909090909090909,0.0769230769230769,0.05,0.142857142857143,0.125,0.125,0.125,0.125,0.111111111111111,0.1,0.0909090909090909,0.111111111111111,0.0714285714285714,0.111111111111111,0.111111111111111,0.111111111111111,0.1,0.0833333333333333,0.0666666666666667,0.0769230769230769,0.125,0.125,0.1,0.0769230769230769,0.0833333333333333,0.0666666666666667,0.0714285714285714,0.125,0.0666666666666667,0.125,0.0666666666666667,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/chiSquare
17,clip,0,0,0,0,0,0,0.142857142857143,0.111111111111111,0.0769230769230769,0.111111111111111,0.0769230769230769,0.333333333333334,0.1,0.0909090909090909,0.0769230769230769,0.0769230769230769,0.1,0.111111111111111,0.0909090909090909,0.125,0.111111111111111,0.0909090909090909,0.111111111111111,0.0909090909090909,0.125,0.125,0.375,0.111111111111111,0.076923076923077,0.111111111111111,0.1,1,0.0909090909090909,0.0769230769230769,0.333333333333334,0.111111111111111,0.1,0.111111111111111,0.111111111111111,0.153846153846154,0.0769230769230769,0.111111111111111,0.1,0.111111111111111,0.0833333333333333,0.125,0.181818181818182,0.0769230769230769,0.125,0.111111111111111,0.1,0.0769230769230769,0.1,0.0769230769230769,0.0769230769230769,0.333333333333334,0.142857142857143,0.125,0.111111111111111,0.125,0.1,0.0688259109311741,0.0769230769230769,0.125,0.0909090909090909,0.125,0.1,0.0769230769230769,0.0909090909090909,0.1,0.0909090909090909,0.0833333333333333,0.0909090909090909,0.153846153846154,0.0769230769230769,0.142857142857143,0.125,0.125,0.125,0.125,0.111111111111111,0.1,0.0909090909090909,0.333333333333334,0.0769230769230769,0.333333333333334,0.111111111111111,0.111111111111111,0.1,0.0833333333333333,0.0769230769230769,0.153846153846154,0.125,0.125,0.1,0.153846153846154,0.0833333333333333,0.0769230769230769,0.0769230769230769,0.125,0.0769230769230769,0.125,0.0769230769230769,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/clip
18,cnt_zeroes,0,0,1,1,1,0,0.142857142857143,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.125,0.125,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.142857142857143,0.125,1,0.125,0.111111111111111,0.0994152046783626,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.142857142857143,0.125,0.125,0.125,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/cnt_zeroes
19,canberraDist,0,0,0,1,1,1,0.142857142857143,0.111111111111111,0.0833333333333333,0.111111111111111,0.0833333333333333,0.111111111111111,0.1,0.0909090909090909,0.0833333333333333,0.0833333333333333,0.1,0.111111111111111,0.0909090909090909,0.125,0.111111111111111,0.272727272727273,0.111111111111111,0.0909090909090909,0.125,0.125,0.125,0.111111111111111,0.0833333333333333,0.111111111111111,0.1,0.0833333333333333,0.272727272727273,0.0833333333333333,0.111111111111111,0.111111111111111,0.1,0.111111111111111,0.111111111111111,0.0833333333333333,0.0833333333333333,0.111111111111111,0.1,0.111111111111111,0.999999999999997,0.125,0.0909090909090909,0.0833333333333333,0.125,0.111111111111111,0.1,0.0833333333333333,0.1,0.0833333333333334,0.0833333333333333,0.111111111111111,0.142857142857143,0.125,0.111111111111111,0.125,0.1,0.0745614035087719,0.0833333333333333,0.125,0.0909090909090909,0.125,0.1,0.0833333333333333,0.0909090909090909,0.1,0.0909090909090909,0.166666666666667,0.0909090909090909,0.0833333333333333,0.0833333333333333,0.142857142857143,0.125,0.125,0.125,0.125,0.111111111111111,0.1,0.272727272727273,0.111111111111111,0.0833333333333333,0.111111111111111,0.111111111111111,0.111111111111111,0.1,0.166666666666667,0.0833333333333333,0.0833333333333333,0.125,0.125,0.1,0.0833333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0.125,0.0833333333333333,0.125,0.0833333333333333,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/computeCanberraDistance
20,cal_DividedDiff,1,0,0,0,0,0,0.142857142857143,0.111111111111111,0.133333333333333,0.111111111111111,0.0666666666666667,0.111111111111111,0.1,0.0909090909090909,0.0666666666666667,0.0666666666666667,0.1,0.111111111111111,0.0909090909090909,0.125,0.111111111111111,0.0909090909090909,0.111111111111111,0.0909090909090909,0.125,0.125,0.125,0.111111111111111,0.0666666666666667,0.111111111111111,0.1,0.0769230769230769,0.0909090909090909,0.0666666666666667,0.111111111111111,0.111111111111111,0.1,0.111111111111111,0.111111111111111,0.0769230769230769,0.0666666666666667,0.111111111111111,0.1,0.111111111111111,0.0833333333333333,0.125,0.0909090909090909,0.133333333333333,0.125,0.111111111111111,0.1,0.0714285714285714,0.1,0.0666666666666667,0.0666666666666667,0.111111111111111,0.142857142857143,0.125,0.111111111111111,0.125,0.1,0.0596491228070175,0.133333333333333,0.125,0.0909090909090909,0.125,0.1,0.133333333333333,0.0909090909090909,0.1,0.0909090909090909,0.0833333333333333,0.0909090909090909,0.0769230769230769,0.0666666666666667,0.142857142857143,0.125,0.125,0.125,0.125,0.111111111111111,0.1,0.0909090909090909,0.111111111111111,0.0714285714285714,0.111111111111111,0.111111111111111,0.111111111111111,0.1,0.0833333333333333,0.133333333333333,0.0769230769230769,0.125,0.125,0.1,0.0769230769230769,0.0833333333333333,1,0.0714285714285714,0.125,0.133333333333333,0.125,0.133333333333333,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/computeDividedDifference
21,cosineDist,0,1,0,0,0,0,0.142857142857143,0.111111111111111,0.133333333333333,0.111111111111111,0.0666666666666667,0.111111111111111,0.1,0.0909090909090909,0.0666666666666667,0.0666666666666667,0.1,0.111111111111111,0.0909090909090909,0.125,0.111111111111111,0.0909090909090909,0.111111111111111,0.0909090909090909,0.125,0.125,0.125,0.111111111111111,0.0666666666666667,0.111111111111111,0.1,0.0769230769230769,0.0909090909090909,0.0666666666666667,0.111111111111111,0.111111111111111,0.1,0.111111111111111,0.111111111111111,0.0769230769230769,0.0666666666666667,0.111111111111111,0.1,0.111111111111111,0.0833333333333333,0.125,0.0909090909090909,0.133333333333333,0.125,0.111111111111111,0.1,0.0714285714285714,0.1,0.0666666666666667,0.0666666666666667,0.111111111111111,0.142857142857143,0.125,0.111111111111111,0.125,0.1,0.0596491228070175,0.133333333333333,0.125,0.0909090909090909,0.125,0.1,1,0.0909090909090909,0.1,0.0909090909090909,0.0833333333333333,0.0909090909090909,0.0769230769230769,0.0666666666666667,0.142857142857143,0.125,0.125,0.125,0.125,0.111111111111111,0.1,0.0909090909090909,0.111111111111111,0.0714285714285714,0.111111111111111,0.111111111111111,0.111111111111111,0.1,0.0833333333333333,0.133333333333333,0.0769230769230769,0.125,0.125,0.1,0.0769230769230769,0.0833333333333333,0.133333333333333,0.0714285714285714,0.125,0.133333333333333,0.125,0.133333333333333,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/cosineDistance
22,count_k,0,0,1,1,1,0,0.142857142857143,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.125,0.375,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.333333333333334,0.111111111111111,0.111111111111111,1,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.666666666666667,0.142857142857143,0.125,0.222222222222222,0.125,0.111111111111111,0.0994152046783626,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.142857142857143,0.125,0.125,0.125,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,0.666666666666667,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/count_k
23,count_non_zeroes,1,1,1,1,1,1,0.142857142857143,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.444444444444444,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.125,0.375,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.333333333333334,0.111111111111111,0.111111111111111,0.666666666666667,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.666666666666667,0.142857142857143,0.125,0.222222222222222,0.125,0.111111111111111,0.0994152046783626,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.142857142857143,0.125,0.125,0.125,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.444444444444444,0.111111111111111,1,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/count_non_zeroes
24,covariance,1,0,0,0,0,0,0.142857142857143,0.111111111111111,0.0769230769230769,0.111111111111111,0.0769230769230769,0.111111111111111,0.1,0.0909090909090909,0.0769230769230769,0.0769230769230769,0.1,0.111111111111111,0.0909090909090909,0.125,0.111111111111111,0.0909090909090909,0.111111111111111,0.0909090909090909,0.125,0.125,0.125,0.111111111111111,0.076923076923077,0.111111111111111,0.1,0.153846153846154,0.0909090909090909,0.0769230769230769,0.111111111111111,0.111111111111111,0.1,0.111111111111111,0.111111111111111,0.153846153846154,0.0769230769230769,0.111111111111111,0.1,0.111111111111111,0.0833333333333333,0.125,0.0909090909090909,0.0769230769230769,0.125,0.111111111111111,0.1,0.0769230769230769,0.1,0.0769230769230769,0.0769230769230769,0.111111111111111,0.142857142857143,0.125,0.111111111111111,0.125,0.1,0.0688259109311741,0.0769230769230769,0.125,0.0909090909090909,0.125,0.1,0.0769230769230769,0.0909090909090909,0.1,0.0909090909090909,0.0833333333333333,0.0909090909090909,0.153846153846154,0.0769230769230769,0.142857142857143,0.125,0.125,0.125,0.125,0.111111111111111,0.1,0.0909090909090909,0.111111111111111,0.0769230769230769,0.111111111111111,0.111111111111111,0.111111111111111,0.1,0.0833333333333333,0.0769230769230769,1,0.125,0.125,0.1,0.153846153846154,0.0833333333333333,0.0769230769230769,0.0769230769230769,0.125,0.0769230769230769,0.125,0.0769230769230769,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/covariance
25,dec_array,1,1,0,0,0,1,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.12781954887218,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,1,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/dec_array
26,dist,0,1,0,1,1,1,0.142857142857143,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.25,0.5,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.142857142857143,0.25,0.125,0.25,0.125,0.111842105263158,0.125,1,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.142857142857143,0.25,0.25,0.25,0.375,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.125,0.125,0.125,0.125,0.125,0.25,0.125,0.25,0.125,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/distance1
27,distInf,0,1,0,1,1,1,0.142857142857143,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.125,0.125,0.222222222222222,0.111111111111111,1,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.142857142857143,0.125,0.222222222222222,0.125,0.111111111111111,0.0994152046783626,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.142857142857143,0.125,0.125,0.125,0.125,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.125,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.125,0.111111111111111,0.125,0.111111111111111,/home/zxd/Downloads/RENE-PredictingMetamorphicRelations-main/Phase_I-GraphRepresentation/Python_CFG/dotFiles-pycfgLibrary/distanceInf
