,Method_Name,MR_ADD,MR_MUL,MR_PER,MR_INC,MR_EXC,MR_INV,VC_1,VC_2,VC_3,VC_4,VC_5,VC_6,VC_7,VC_8,VC_9,VC_10,VC_11,VC_12,VC_13,VC_14,VC_15,VC_16,VC_17,VC_18,VC_19,VC_20,VC_21,VC_22,VC_23,VC_24,VC_25,VC_26,VC_27,VC_28,VC_29,VC_30,VC_31,VC_32,VC_33,VC_34,VC_35,VC_36,VC_37,VC_38,VC_39,VC_40,VC_41,VC_42,VC_43,VC_44,VC_45,VC_46,VC_47,VC_48,VC_49,VC_50,VC_51,VC_52,VC_53,VC_54,VC_55,VC_56,VC_57,VC_58,VC_59,VC_60,VC_61,VC_62,VC_63,VC_64,VC_65,VC_66,VC_67,VC_68,VC_69,VC_70,VC_71,VC_72,VC_73,VC_74,VC_75,VC_76,VC_77,VC_78,VC_79,VC_80,VC_81,VC_82,VC_83,VC_84,VC_85,VC_86,VC_87,VC_88,VC_89,VC_90,VC_91,VC_92,VC_93,VC_94,VC_95,VC_96,VC_97,VC_98,VC_99,VC_100
11,canberraDist,0,0,0,1,1,1,0.7950655,1.2507191,0.8547214,-0.14964156,-0.6666574,-1.0309438,-1.1686674,-0.46554244,-0.5501032,0.3235235,-0.66909105,-0.763123,0.3851855,-0.15289354,-0.82271403,0.93228245,-0.5419288,1.4674125,-0.3831185,0.7615953,3.2847614,-0.55343163,-0.9890002,-0.75357646,1.1595823,-0.94890594,-0.3159792,0.41705656,-0.49760142,-0.89352846,0.42886803,0.20153973,-0.096654475,0.02080101,-0.4080377,-0.5249081,0.24681589,-0.1486366,-1.206178,-0.90418345,-0.56378055,-0.28974336,-0.35651416,2.2028205,1.2278467,1.2764544,-0.53655005,0.6912756,-0.6561241,0.9639204,2.5966337,1.5375978,0.21878736,-0.25710252,-0.42661563,-0.89844775,-0.91327196,0.037888072,-0.3877236,0.19827478,-0.018712778,0.06935552,0.08612444,-0.7033403,-0.3848761,-0.56506246,-0.88849884,-0.70848656,-0.39378637,-0.7050229,0.69766176,-1.1334822,-0.45106143,0.6182204,0.98085886,-0.41095257,0.21051437,-0.4126885,-0.5318649,0.8137795,0.65154374,-0.49216512,-0.50508076,-0.7486158,-0.84767246,-0.9116751,-0.4175579,1.0703382,0.3082814,0.4553914,-0.75604486,0.89948356,0.18534711,1.2227746,1.5726458,-0.49464476,0.5762819,1.2626388,-0.4077449,-0.7753716
12,chebyshevDist,0,1,0,1,1,1,0.93387073,1.1368899,1.0899863,-0.1839974,-0.48643404,-0.79186976,-0.8523058,-0.32402322,-0.39546603,-0.0056631034,-0.5117305,-0.5976558,0.5376675,-0.13907588,-0.6610666,1.2230717,-0.5355277,0.8716937,-0.23064685,1.015541,2.6449165,-0.45075774,-0.9425082,-0.6777562,0.4205171,-0.61296064,-0.3595444,0.1048981,-0.41227192,-0.6993295,-0.085958675,-0.6852958,0.1384392,0.22153388,-0.26272252,-0.4191599,0.14064917,-0.06942753,-0.93474555,-0.64737755,-0.52483016,-0.30435732,-0.37323126,1.9339783,1.4568995,1.1113175,-0.5352999,0.84692615,-0.23493469,0.25986513,1.8019032,1.8802415,0.67039806,-0.2321492,-0.64767647,-0.846877,-0.6133766,0.026234638,-0.30133548,0.44824636,-0.07012974,0.21165085,0.25806606,-0.54194623,-0.31854993,-0.54663247,-0.8012891,-0.36480555,-0.443346,-0.6372951,0.6296678,-0.77481633,-0.37099245,1.154145,1.2099984,-0.39029762,0.38483015,-0.5149081,-0.33016723,0.6402178,0.6465072,-0.31851825,-0.555496,-0.7070663,-0.60625386,-0.7442681,-0.35270515,0.9504285,0.09191217,0.8064154,-0.6369367,1.0272686,0.15629402,0.94282836,1.3861424,-0.40257764,0.4927039,1.6653081,-0.2434866,-0.6817345
13,checkNonNegative,0,1,1,1,0,1,0.46588978,1.8957207,1.1078299,-0.020508341,-0.7431386,-0.8971179,-1.1840928,-0.48046935,-0.41768005,-0.1654853,-0.65265054,-0.5324079,0.43827865,-0.045865227,-0.7248692,1.2315189,-0.72182506,1.1716977,-0.29834455,0.5977206,3.68291,-0.51668996,-1.1234118,-0.7395723,0.4076044,-0.8012128,-0.47083747,0.07776951,-0.46618092,-0.8857506,-0.095885545,-0.6953424,-0.16947027,-0.020257704,0.07668581,-0.5188733,0.16493402,0.13513936,-1.0718055,-0.88228893,-0.6182468,-0.2780551,-0.3913282,1.9023825,0.9171465,1.3528532,-0.51480186,0.63983643,-0.36232668,0.21743657,3.0431752,1.0618066,0.47537383,-0.34914365,-0.0637561,-0.6271968,-0.9687784,-0.057395466,-0.23413326,0.21544632,-0.17725183,0.9298032,-0.03751979,-0.63151324,-0.40820557,-0.67557454,-0.88186353,-0.5523231,-0.4199229,-0.7675225,0.61613464,-0.9385115,-0.35500357,0.36823428,0.98721784,-0.37948054,0.09640516,-0.5832617,-0.13393395,1.2968324,0.3580973,-0.25388047,-0.5041463,-0.7504686,-0.4986128,-1.0042853,-0.4047134,0.5780129,0.7483175,0.6619913,-0.78082097,0.8885541,-0.039039083,0.9668882,1.8834964,-0.4314359,0.8491227,1.0092665,-0.4158014,-0.8145331
14,checkPositive,0,1,1,1,0,1,0.8042067,1.5291791,1.0939597,-0.0638843,-0.7838491,-0.9444218,-1.1115634,-0.46047324,-0.39461723,-0.18662176,-0.6352849,-0.5840275,0.37215585,-0.07102099,-0.7373915,1.2375677,-0.7329004,1.2595353,-0.3147035,0.53814787,3.588321,-0.53948087,-1.1401544,-0.7227068,0.39234,-0.81217283,-0.3025489,0.09567406,-0.44805694,-0.95778006,-0.06806361,-0.6090156,-0.14346491,-0.025720872,-0.17723961,-0.5210985,0.08636331,0.3776976,-1.14096,-0.8770277,-0.617329,-0.23907469,-0.43855664,2.2203872,0.9440878,1.3879446,-0.48579928,0.6631886,-0.30936965,0.22469433,3.382892,0.8836514,0.45501748,-0.25607938,-0.146021,-0.69949615,-0.9260949,0.42383108,-0.2541421,0.43816656,-0.17128222,0.87963384,-0.0563955,-0.67709225,-0.36541796,-0.67290324,-0.9202265,-0.5889051,-0.42478323,-0.72554016,0.5823935,-1.04097,-0.38164455,0.33348387,0.7799538,-0.16466703,-0.00288992,-0.5532479,-0.3964379,1.2342702,0.3058626,-0.25234857,-0.52125204,-0.776049,-0.56291157,-1.0663584,-0.4080132,0.477181,0.7513294,1.069271,-0.81270975,0.78259695,-0.060293034,1.2361999,1.6527174,-0.45771766,0.6016402,1.1780051,-0.42329845,-0.79770976
15,check_eq_tolerance,0,0,0,0,0,0,0.29032424,1.2525294,1.1347103,-0.12566803,-0.5091518,-0.98761475,-0.8044047,-0.50035286,-0.27931756,-0.19435872,-0.45916682,-0.694297,0.5351339,-0.12352729,-0.6485502,1.5823762,-0.6742292,0.8793981,-0.34955877,1.0022378,2.902011,-0.4666239,-1.0472608,-0.7250965,0.15165041,-0.6311218,-0.4099673,0.08580192,-0.38401118,-0.7887997,-0.42278975,-0.61609524,0.075575285,0.115299806,-0.290342,-0.5306606,0.12036981,0.20981684,-0.9197769,-0.74769765,-0.5603581,-0.17379153,-0.37342712,1.6923293,1.2868625,1.0678799,-0.41463065,0.7903991,-0.16603826,0.1928439,2.2105463,1.6346381,0.5966777,-0.38391063,0.019720864,-0.5268701,-0.7200954,0.028815804,-0.19823585,0.3722457,-0.066726245,0.54506886,0.14493988,-0.6380977,-0.40555343,-0.51983166,-0.84428364,-0.4658811,-0.423042,-0.6347677,0.8361347,-0.8086172,-0.4177032,0.60275453,1.1175468,-0.26201206,0.16242433,-0.6699954,-0.39424542,0.9615312,0.457043,-0.22217427,-0.52844113,-0.720729,-0.5099161,-0.90909797,-0.37622857,0.59590614,0.33122057,0.5930888,-0.67841524,0.80945194,-0.2086267,0.9704696,1.5428084,-0.41823605,0.41893083,1.3458654,-0.2615202,-0.76484495
16,check_equal,0,0,0,0,0,0,0.09559418,1.324832,1.38017,-0.106437236,-0.55265737,-0.99330777,-0.77287865,-0.49813423,-0.290572,-0.28178862,-0.40320876,-0.6853487,0.6716383,-0.12186341,-0.7094133,1.7552407,-0.72058177,0.764979,-0.42971173,0.86327446,3.2508683,-0.44715717,-1.1357505,-0.723733,0.0051713604,-0.66232914,-0.3383087,0.09456842,-0.42003524,-0.76394236,-0.47574323,-0.7209815,0.018818166,0.18596552,-0.26680553,-0.5515454,0.07727243,0.24133001,-0.959351,-0.80001223,-0.54517245,-0.15699087,-0.37079763,2.0140147,1.0840497,1.1302832,-0.541301,0.8369381,-0.07953159,0.15146933,2.4569092,1.3825455,0.698807,-0.36328897,0.09884115,-0.49598914,-0.8098796,0.0115222065,-0.28200004,0.51020765,-0.07304546,0.63829386,0.033706393,-0.67984,-0.40923765,-0.51134723,-0.85190296,-0.48832223,-0.45171517,-0.63124365,0.9109447,-0.828706,-0.43139067,0.33092818,1.0986682,-0.36984116,-0.024323374,-0.7589666,-0.3800276,1.0877405,0.3040993,-0.23407891,-0.5735567,-0.78318506,-0.5258294,-0.92162764,-0.39384124,0.39444262,0.4071748,0.4258764,-0.7278857,0.7987642,-0.26738966,0.9301408,1.7277887,-0.43389338,0.4354588,1.2364548,-0.3200262,-0.80305254
17,chiSquare,0,1,0,0,0,1,1.2813265,1.2723414,0.9573328,-0.30992073,-0.75937957,-1.0454086,-1.3444767,-0.5865681,-0.5651326,0.19644348,-0.6751001,-0.9369596,0.34749833,-0.14482483,-0.81426996,1.0166947,-0.6209053,1.4231696,-0.38759178,0.6246728,3.6402264,-0.53688705,-1.1481069,-0.7826067,1.1221765,-1.0960121,-0.29093337,0.28471637,-0.46405146,-0.95831335,0.6152082,0.26613745,-0.093624346,-0.07164096,-0.3136556,-0.5936145,-0.02693041,0.03490153,-1.2048752,-0.8879541,-0.63345593,-0.17923038,-0.36924115,2.436055,1.4750783,1.2732043,-0.4877102,0.46224183,-0.63322353,0.40284187,2.7053614,1.592283,0.25924605,-0.10727079,-0.32325414,-0.9072205,-1.0408058,0.15757339,-0.38847467,0.43378326,-0.19010453,-0.093778715,0.3655971,-0.6669108,-0.34590393,-0.6917831,-0.9087045,-0.608317,-0.39074895,-0.7158259,0.8792571,-1.0839683,-0.3790084,0.9097919,1.02528,-0.48091242,-0.06580983,-0.2783355,-0.4882399,0.78691137,0.4145023,-0.4271972,-0.5392549,-0.86578655,-0.96127903,-1.0666877,-0.4117948,1.0975785,-0.05935411,0.958417,-0.8567495,0.90097076,0.06913513,1.6571057,1.412047,-0.4463514,0.47550064,1.5067526,-0.23379764,-0.8473971
18,clip,0,0,0,0,0,0,0.71566725,1.1702263,1.7305219,0.045177646,-0.7435566,-0.97153556,-0.8254949,-0.441223,-0.35690373,-0.26882982,-0.630364,-0.86284685,0.5995644,-0.13377695,-0.79486316,2.003312,-0.69546974,0.7675663,-0.46661922,0.830197,3.371488,-0.33355898,-1.1500335,-0.6529931,-0.06389717,-0.7373294,-0.341899,-0.0741398,-0.46673247,-0.7331111,-0.40897754,-0.759552,0.075817324,0.6353027,-0.19528991,-0.44970596,0.18195704,0.024126386,-0.9823433,-0.6987585,-0.5547099,-0.2744346,-0.36089483,2.8398333,1.1241916,1.2053573,-0.53977853,0.22733895,-0.32029885,0.08435941,2.0806217,1.6200562,0.8197186,-0.2186388,-0.59731364,-1.0369238,-1.078059,0.04440384,-0.4184671,0.71498275,-0.19847035,0.16893825,0.037497453,-0.5482131,-0.41393334,-0.5121775,-0.80494344,-0.39496124,-0.45802963,-0.6482528,1.0745109,-0.787487,-0.44606903,0.72664523,1.5449306,-0.488525,-0.24419774,-0.65693974,-0.22951567,0.7428354,0.18140316,-0.37646133,-0.646306,-0.8338082,-0.6275354,-0.9118551,-0.41283995,0.6809153,0.18918304,0.62977654,-0.74262273,0.9767836,-0.1198573,1.0899771,1.379244,-0.4531259,0.34621754,1.6353248,-0.16197717,-0.82846665
19,cnt_zeroes,0,0,1,1,1,0,0.91149014,1.642445,1.4178333,0.23889413,-0.7570488,-0.75827837,-1.0883884,-0.29333448,-0.4811098,-0.24743897,-0.6397322,-0.5471977,0.624382,0.020174697,-0.92707664,0.78231937,-0.7422957,1.6314262,-0.39256254,0.9098604,3.1257343,-0.5163944,-1.1262289,-0.76424176,0.3088378,-0.786358,-0.33253548,-0.031657487,-0.44048023,-0.88104504,0.07204889,-0.7317198,-0.030447802,-0.026595086,-0.17646998,-0.5159571,0.16521955,0.12998211,-1.1548184,-0.83146507,-0.5304843,-0.42816892,-0.40075165,2.341103,0.9736436,1.665568,-0.6783033,0.6661124,-0.33137232,0.28231207,3.9208963,1.3137498,0.93271947,-0.18826145,-0.74219996,-1.0367389,-0.8760152,0.25156593,-0.46136907,0.58721524,-0.20371482,0.8169546,-0.029881384,-0.7118366,-0.31608146,-0.5316133,-0.8958803,-0.48174793,-0.47422335,-0.6678755,0.26118442,-0.9567783,-0.441211,0.53866005,0.835861,-0.6959684,-0.11161594,-0.5789045,-0.38073835,1.352643,0.41527414,-0.36222973,-0.47136235,-0.797511,-0.4256778,-1.0344363,-0.4245983,0.6456102,0.49609149,1.3884666,-0.76718146,0.9635864,0.210605,0.62474525,1.6641378,-0.43145573,0.45253742,1.4234958,-0.3216422,-0.8118083
20,cosineDist,0,1,0,0,0,0,1.2101591,1.2019233,0.8874151,-0.3698039,-0.72722894,-0.93447113,-1.2613069,-0.48184317,-0.5532447,0.21486267,-0.63375324,-0.8435334,0.32319352,-0.15648495,-0.7663594,1.011603,-0.59116673,1.2665547,-0.37215838,0.7274727,3.7487051,-0.50193125,-1.1491882,-0.773253,1.0567893,-0.99557084,-0.38149023,0.4701464,-0.46755353,-0.9115288,0.57185274,0.035825066,-0.0152206635,-0.008113649,-0.2818742,-0.5574692,-0.025166675,0.04111289,-1.1375715,-0.88083905,-0.60658056,-0.16781884,-0.35301974,2.0230706,1.4131407,1.3472909,-0.5619461,0.40780446,-0.45235234,0.47947302,2.6861026,1.5891708,0.17855561,-0.08908449,-0.37806687,-0.94495934,-1.0420136,-0.0071573337,-0.40069678,0.31696293,-0.18053456,-0.011136783,0.39282972,-0.7367445,-0.34199092,-0.67558455,-0.89397,-0.5774539,-0.36631134,-0.67671233,1.0038666,-1.0390372,-0.33471665,0.9313989,1.1215802,-0.42808378,-0.14271195,-0.28882426,-0.47350162,0.73284,0.3573488,-0.41615853,-0.5507225,-0.84539527,-0.9291487,-0.9916253,-0.4017213,1.1503882,0.019012386,0.8664474,-0.83143795,0.89941895,0.24008432,1.7360835,1.4392211,-0.41523537,0.56920743,1.4125705,-0.09487046,-0.77311546
21,count_k,0,0,1,1,1,0,0.95182556,1.5227395,1.3640313,0.22932184,-0.758397,-0.8943147,-0.9994213,-0.4200072,-0.47219604,-0.24604753,-0.6272509,-0.5901829,0.77248657,0.0022004843,-0.92559755,0.84791404,-0.7262677,1.6260267,-0.39743313,0.9694989,2.9942014,-0.5127139,-1.1370902,-0.7748421,0.15394548,-0.76986945,-0.33775556,-0.06805343,-0.45832366,-0.84473443,-0.040575586,-0.7476684,0.10286404,-0.027502589,-0.18954432,-0.51660943,0.26086074,0.15719594,-1.0862854,-0.81511754,-0.54216594,-0.46333927,-0.37584093,2.3216653,0.97262,1.9135721,-0.6836935,0.5813598,-0.3726018,0.19093905,4.0547194,1.5550568,0.9445312,-0.25763792,-0.7227239,-1.0339519,-0.92356837,0.19921726,-0.48223418,0.6185127,-0.20214158,0.7392065,0.07773591,-0.7190053,-0.33421794,-0.5179023,-0.8786473,-0.47728837,-0.4781963,-0.6574388,0.3439963,-0.9336472,-0.44575512,0.77782714,0.96729064,-0.55458015,-0.1653617,-0.5353564,-0.35863617,1.3053191,0.38935563,-0.37170663,-0.46205562,-0.81407106,-0.39569888,-1.0153259,-0.43741393,0.57791084,0.40094817,1.2956822,-0.74967957,0.85218996,0.10195338,0.98460543,1.4715031,-0.4204148,0.39190906,1.4995989,-0.07396589,-0.84292704
22,count_non_zeroes,1,1,1,1,1,1,0.9041719,1.6323171,1.4807285,0.24932444,-0.75097066,-0.7632207,-1.073867,-0.34883595,-0.5225458,-0.24697843,-0.55559576,-0.55734366,0.7046723,0.01297918,-0.94129866,0.7650956,-0.75580907,1.6236008,-0.4124779,0.8952025,3.1390624,-0.51916957,-1.1303365,-0.777567,0.3024422,-0.7968696,-0.25618178,-0.021658987,-0.45543957,-0.8791994,0.07057332,-0.7038775,-0.06500144,-0.029576585,-0.17941774,-0.5137532,0.1613382,0.06982422,-1.1591291,-0.8292676,-0.530677,-0.4614536,-0.40138116,2.4312406,0.9640049,1.6514063,-0.67967683,0.72737646,-0.35952818,0.2804859,3.9365964,1.3004519,1.0111576,-0.19092768,-0.74210054,-1.0503348,-0.888273,0.3556522,-0.45869198,0.6564656,-0.23189183,0.80676347,-0.03317555,-0.70600903,-0.30947113,-0.5301024,-0.8984996,-0.48198032,-0.48025867,-0.6807461,0.2614693,-0.95936894,-0.44131944,0.52616185,0.825202,-0.64802676,-0.117969096,-0.5792551,-0.37855402,1.3486092,0.40835208,-0.37969053,-0.47392198,-0.8009659,-0.42910016,-1.0356864,-0.42580092,0.62779826,0.4819905,1.377368,-0.774305,0.9513048,0.20226395,0.62098706,1.6768696,-0.4361025,0.44885284,1.4192634,-0.32554984,-0.8454048
23,covariance,1,0,0,0,0,0,1.6196071,1.3850348,0.9103991,-0.17341217,-0.7833646,-0.8533056,-1.2044753,-0.3563964,-0.59169406,0.27500165,-0.65743434,-0.9605235,0.27304244,-0.21082197,-0.87142223,0.9672942,-0.5081047,1.8707321,-0.38134512,0.71597517,3.1898644,-0.55577344,-1.1368529,-0.76052463,1.3094895,-1.036666,-0.108644396,0.06426438,-0.45803148,-0.91093534,0.77862984,0.23712362,0.11143169,-0.053705897,-0.32972133,-0.4930195,0.29205027,0.010739845,-1.1460036,-0.7954029,-0.6512017,-0.1649642,-0.39013097,3.148515,1.31278,1.6881018,-0.47283378,0.99367136,-0.4565971,0.18933788,2.677991,1.5461098,0.451673,0.06797678,-0.90228343,-1.0653514,-0.9849869,0.3650662,-0.4286998,0.57867867,-0.15736924,-0.031327795,0.23259607,-0.6641408,-0.31352282,-0.71579516,-0.9386059,-0.5398255,-0.5047571,-0.6309069,0.88949436,-1.0893921,-0.44361934,0.8830171,0.905978,-0.24978094,-0.14632688,-0.18960369,-0.5345098,0.80931515,0.27691472,-0.41459072,-0.5576998,-0.898738,-0.9969161,-1.0545706,-0.39029613,0.75190324,-0.19677901,0.8985984,-0.8619654,1.1208737,0.32353473,1.789884,1.2900758,-0.41515625,0.30282107,1.639043,-0.17693205,-0.64859504
24,dec,0,0,0,0,0,0,1.7760862,1.3109074,1.5021026,0.3989851,-0.84224516,-1.1309297,-1.1289954,-0.5527423,-0.5290976,-0.2469151,-0.766963,-0.56074774,0.25700778,-0.11557898,-0.9356113,1.6755829,-0.74557745,1.1411227,-0.520338,0.8703752,3.6991916,-0.45945626,-1.2210927,-0.7583606,0.101488344,-0.9285515,-0.3256793,-0.012565367,-0.535161,-0.849893,-0.19939771,-0.87879026,0.2710969,0.39718348,-0.080210134,-0.5328295,0.45368528,-0.17609593,-1.1032029,-0.6171232,-0.6297644,-0.45221043,-0.37868214,3.1587653,0.809866,2.2511122,-0.6924089,0.65778327,-0.62551504,-0.09916225,3.719791,1.4803061,0.59392345,-0.38715824,-0.7638604,-1.0496783,-1.1125972,0.53009963,-0.45106888,0.3716841,-0.17854095,1.0133412,0.29457355,-0.6982152,-0.46952122,-0.69409245,-1.0038854,-0.61530083,-0.4869631,-0.7208723,0.8518388,-0.95470434,-0.49058175,0.85625356,1.5047421,-0.48610443,-0.18784344,-0.5520639,-0.39349765,1.369037,0.3065233,-0.3045896,-0.5631169,-0.8555306,-0.6474528,-1.0662498,-0.46553192,0.69458985,0.34440827,1.5834498,-0.8700572,1.1535563,-0.08225344,1.7349656,1.5817516,-0.44958934,0.5500038,1.7027684,0.07867003,-1.0776204
25,dec_array,1,1,0,0,0,1,0.8949408,1.5472723,1.5720317,0.43335813,-0.7391661,-1.101737,-0.94263196,-0.5629551,-0.55132365,-0.2625366,-0.62684417,-0.46083754,0.87276536,-0.1257094,-1.0224863,1.4280139,-0.7404866,1.3891575,-0.5097452,0.8875562,3.5208313,-0.45037454,-1.2194648,-0.7842082,-0.019161062,-0.85829514,-0.236828,-0.09837009,-0.52536863,-0.7938511,-0.4014956,-0.7917641,0.23244321,0.19884063,-0.041057512,-0.5222325,0.4743902,-0.07545602,-1.0821048,-0.64918584,-0.5978914,-0.4656832,-0.36964774,2.928614,0.7725423,2.4357066,-0.7104969,0.81636727,-0.5371015,0.08130782,4.2206483,1.3546265,0.9209035,-0.36662623,-0.75982803,-1.0523673,-1.075932,0.56929153,-0.4829075,0.68186074,-0.14704844,1.1638823,-0.049230807,-0.75284976,-0.3377633,-0.53557515,-0.9405559,-0.5530026,-0.50518465,-0.7156198,0.73945117,-0.95463157,-0.51731646,0.5875431,1.1916027,-0.45191926,-0.29656506,-0.6894372,-0.35462394,1.4341176,0.20105541,-0.4132585,-0.534009,-0.85151935,-0.4393242,-1.003979,-0.4676008,0.35459632,0.5010444,1.1571395,-0.8289883,0.85566854,-0.24868043,1.456123,1.6698418,-0.42869353,0.61032736,1.4595108,-0.120906614,-0.9828915
26,dist,0,1,0,1,1,1,0.857811,0.956881,1.24377,0.23265912,-0.72315276,-1.086082,-1.0135454,-0.39935005,-0.5596742,0.2770109,-0.7606453,-0.6711415,0.34186286,-0.15789601,-0.87669176,1.1879427,-0.7223498,1.4314277,-0.40366143,0.6619454,3.2845662,-0.4431089,-0.8638159,-0.72680837,0.5336624,-0.7739274,-0.36419284,-0.13133886,-0.5095599,-0.86237776,-0.10116837,-0.6550818,-0.041896638,0.24068625,-0.39013457,-0.4694737,0.50951684,-0.2949037,-1.1512672,-0.8628801,-0.60721385,-0.29770842,-0.383868,2.2732418,1.0757102,1.3592213,-0.5410558,0.6200518,-0.5410353,0.90694827,2.4956038,1.2713779,0.57273835,-0.14654444,-0.8041556,-1.0440062,-0.91586405,0.0490672,-0.40611777,0.41181892,-0.01760538,0.43681565,0.019876596,-0.5918271,-0.40054718,-0.5314222,-0.9451878,-0.7407293,-0.47329277,-0.77482235,0.8284819,-1.081121,-0.5097013,0.3945706,0.87043315,-0.33528498,0.47318417,-0.47177884,-0.5587618,0.84265643,0.9144696,-0.56922793,-0.59586483,-0.6848215,-0.6869342,-0.9158044,-0.422287,1.026241,0.8626591,0.727165,-0.7167043,0.9875353,0.105150916,1.1103042,1.3360195,-0.55214053,0.5656198,1.2479968,-0.3366099,-0.8229637
27,distInf,0,1,0,1,1,1,1.024098,1.1787565,1.3189483,-0.019503605,-0.61272585,-0.8955731,-0.8754632,-0.39717856,-0.45557064,-0.0013413094,-0.6052419,-0.56065685,0.47422674,-0.11024095,-0.7230972,1.3683347,-0.62983257,1.024591,-0.29317647,1.0020483,2.8469234,-0.456001,-1.0155674,-0.69228446,0.31328154,-0.69836134,-0.40159684,0.09390485,-0.4493975,-0.7473164,-0.10729961,-0.75579727,0.11093528,0.2747715,-0.26524794,-0.46033242,0.22731599,-0.2681002,-0.92373055,-0.67066914,-0.55372304,-0.39280164,-0.34551033,2.2146487,1.3128326,1.4174693,-0.59982497,0.7677063,-0.5097808,0.16382448,2.2337768,1.6929296,0.7648573,-0.26026624,-0.6664487,-0.9270675,-0.7942001,-0.008822294,-0.34889242,0.45424533,-0.10344029,0.5191249,0.26960266,-0.536223,-0.34122384,-0.55084205,-0.7863953,-0.36848727,-0.45988283,-0.63338697,0.79355735,-0.8261796,-0.39795187,0.975932,1.2838533,-0.23162952,0.32207176,-0.4609951,-0.39360395,0.98735404,0.6448752,-0.316186,-0.52951664,-0.7402069,-0.57817864,-0.8507632,-0.36813357,0.92319596,-0.024317313,0.9530175,-0.69283974,1.1371555,0.20386624,1.1764659,1.5045779,-0.42434654,0.4697025,1.6973776,-0.13189198,-0.83753985
28,dot_product,1,1,0,1,1,1,0.8112581,0.9707415,1.3850007,0.3961479,-0.7859081,-1.070937,-1.0600497,-0.4306785,-0.597179,0.14449517,-0.7346336,-0.6871481,0.43088073,-0.14602414,-0.94153476,1.1754581,-0.7594754,1.4563631,-0.5056322,0.6305519,3.4794066,-0.41303968,-0.91531783,-0.7563777,0.37245563,-0.846258,-0.33745092,-0.1553734,-0.50054467,-0.8344932,0.013626121,-0.64869845,-0.14528453,0.22370875,-0.33411965,-0.51167566,0.4276872,-0.2361273,-1.1719651,-0.9246514,-0.5978257,-0.3121877,-0.3834602,2.322679,0.9003365,1.4101133,-0.6070851,0.4424906,-0.5672511,0.91568106,2.9214714,1.1856401,0.7176477,-0.10945269,-0.79527986,-1.0869888,-1.0529356,0.1936116,-0.4852333,0.58858037,-0.08816295,0.44750938,0.052963268,-0.648342,-0.36481133,-0.48315114,-0.9636223,-0.75803846,-0.48962566,-0.7805802,0.8835633,-1.0857185,-0.48694915,0.10341233,0.79668957,-0.5144367,0.21776153,-0.4883781,-0.5445245,0.85046947,0.74548197,-0.6093511,-0.59465355,-0.75821304,-0.67055774,-0.9680458,-0.46071097,0.9947698,0.8921796,0.90701103,-0.743689,0.8706986,0.0875984,1.2772352,1.2663816,-0.56330997,0.52967733,1.1924398,-0.08110822,-0.8630742
29,durbinWatson,0,1,0,0,0,0,1.5189062,0.8710832,1.1739781,0.028263107,-0.7518758,-0.8671808,-1.0635724,-0.4127351,-0.6113105,0.09814447,-0.6358633,-0.6809139,0.3338923,-0.18558869,-0.902357,1.0307747,-0.63817394,1.4807478,-0.19182226,0.7434972,3.093097,-0.48885274,-0.752255,-0.7799174,0.42406607,-0.87787306,-0.38870752,-0.10836158,-0.4932958,-0.7672476,0.27842587,-0.71288735,0.09128059,0.0013435371,-0.28998303,-0.54163283,0.26228887,-0.14455603,-1.0959357,-0.78901476,-0.64101976,-0.33300045,-0.40882048,2.4748933,1.5308367,1.8007077,-0.4867534,0.3464419,-0.46411386,0.06593816,2.970591,1.8703448,0.66489375,-0.054548375,-0.7967382,-1.0268376,-0.92337286,0.22266701,-0.39795205,0.5930733,-0.035473526,0.37791327,0.4212704,-0.54564786,-0.36741287,-0.60357416,-0.8857193,-0.5824575,-0.5292864,-0.7361896,0.68871534,-1.0172675,-0.40949267,0.9726955,0.75970006,-0.22414128,0.42661333,-0.21060635,-0.48906147,0.88332194,0.6435596,-0.48608834,-0.5556676,-0.8017432,-0.7717419,-0.95405847,-0.42036813,0.7541304,-0.020149421,1.155945,-0.7095835,1.0403539,0.22938436,1.7064825,1.1278832,-0.47123528,0.36346585,1.475264,0.031070119,-0.73431414
